model,test_mean,test_std,external_mean,external_std,gap_mean,gap_std,n_seeds
dann,0.7439024252392266,0.007442131261346764,0.6728520465567944,0.012034269620539247,0.07105037868243214,0.017429826976494554,5
tinysepsis,0.7398555738574095,0.00987177858050748,0.667445435287117,0.010933643746310858,0.07241013857029255,0.01532836593927921,5
