split,auroc_mean,auroc_std,fpr_mean,fpr_std,alarms_mean,alarms_std,utility_mean,utility_std,n_seeds
external_test,0.667445435287117,0.010933643746310858,0.06730962507404671,0.0343242275736248,68.32931851941754,34.6988733135076,-0.00028100065135959056,0.01708966897686373,5
test,0.7398555738574095,0.00987177858050748,0.11397814132051325,0.02100042431662622,117.12516842051404,21.43327696548639,0.17922253877809563,0.03210204676871294,5
