model,test_mean,test_std,external_mean,external_std,gap_mean,gap_std,n_seeds
cde,0.6858128866795232,0.005691634771980195,0.6508270535858078,0.0049213586261747395,0.03498583309371541,0.008135698893863704,5
tinysepsis,0.7398555738574095,0.00987177858050748,0.667445435287117,0.010933643746310858,0.07241013857029255,0.01532836593927921,5
