model,test_mean,test_std,external_mean,external_std,gap_mean,gap_std,n_seeds
attn,0.7452418535142238,0.005024139319281997,0.6628647960782659,0.022187824806713254,0.08237705743595791,0.022773600109245548,5
tinysepsis,0.7398555738574095,0.00987177858050748,0.667445435287117,0.010933643746310858,0.07241013857029255,0.01532836593927921,5
