config,test_mean,test_std,external_mean,external_std,gap_mean,gap_std,n_seeds
dropout03,0.7393161002470728,0.010385399267225589,0.6718747579198212,0.017597661869411668,0.06744134232725163,0.023344204894832774,5
baseline,0.7398555738574095,0.00987177858050748,0.667445435287117,0.010933643746310858,0.07241013857029255,0.01532836593927921,5
lr1e4_dropout02,0.7434712048592901,0.0024451655054236066,0.6637470326310011,0.02332765694282727,0.07972417222828898,0.024957689041278108,5
